company_name,address,summary,details,website,stock_code
PLAYSIDE STUDIOS LIMITED,"Level 1, 75 Crockford Street, PORT MELBOURNE, VIC, AUSTRALIA, 3207",The development of mobile games that are distributed and downloaded on Apple¿s App Store and Google¿s Play Store.,The development of mobile games that are distributed and downloaded on Apple¿s App Store and Google¿s Play Store.,https://www.playsidestudios.com/,PLY
PLATINUM CAPITAL LIMITED,"C/-Platinum Asset Management, Level 8, 7 Macquarie Place, SYDNEY, NSW, AUSTRALIA, 2000",Equity investor.,Equity investor.,http://www.platinum.com.au,PMC
Not Found,Not Found,Not Found,Not Found,Not Found,PMCNA
PRO MEDICUS LIMITED,"450 Swan Street, Richmond, VIC, AUSTRALIA, 3121",Development and supply of software and IT solutions to the Public and Private Health sectors,Development and supply of software and IT solutions to the Public and Private Health sectors,http://www.promedicus.com.au/,PME
PATRIOT BATTERY METALS INC.,"Suite 700-838 W Hastings Street, VANCOUVER, BC, CANADA, V6C 0A6",Mineral exploration,Mineral exploration,https://patriotbatterymetals.com/,PMT
PREMIER INVESTMENTS LIMITED,"Level 7, 417 St Kilda Road, MELBOURNE, VIC, AUSTRALIA, 3004",Investment in listed securities;,Investment in listed securities;,http://www.premierinvestments.com.au,PMV
PIONEER CREDIT LIMITED,"Level 6, 108 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Diversified Financial Services,Diversified Financial Services,http://www.pioneercredit.com.au,PNC
PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,"Level 25, 264 George Street, SYDNEY, NSW, AUSTRALIA, 2000",Funds Management,Funds Management,http://www.pinnacleinvestment.com,PNI
PACIFIC NICKEL MINES LIMITED,"Level 4, 283 George Street, SYDNEY, NSW, AUSTRALIA, 2000",Mine developer focused on laterite nickel  direct ship ore in the Solomon Islands.,Mine developer focused on laterite nickel  direct ship ore in the Solomon Islands.,http://www.pacificnickel.com,PNM
POWER MINERALS LIMITED,"Unit 6, 68 North Terrace, KENT TOWN, SA, AUSTRALIA, 5067",mineral exploration,mineral exploration,http://www.powerminerals.com.au,PNN
PANTORO LIMITED,"Level 2, 46 Ventnor Ave, WEST PERTH, WA, AUSTRALIA, 6005","Gold production, exploration and development in WA. Owner of the Norseman Gold Project.","Gold production, exploration and development in WA. Owner of the Norseman Gold Project.",http://www.pantoro.com.au,PNR
PANTHER METALS LTD,"Level 2 22 Mount Street, PERTH, WA, AUSTRALIA, 6000",Mineral exploration,Mineral exploration,http://www.panthermetals.com.au/,PNT
POLYNOVO LIMITED,"Unit 2, 320 Lorimer Street, PORT MELBOURNE, VIC, AUSTRALIA, 3207","PolyNovo develops and commercialises innovative medical devices using its NovoSorb technology in the treatment of burns, surgical wounds and Negative Pressure Wound Therapy.","PolyNovo develops and commercialises innovative medical devices using its NovoSorb technology in the treatment of burns, surgical wounds and Negative Pressure Wound Therapy.",http://www.polynovo.com.au,PNV
PNX METALS LIMITED,"Level 1, 135 Fullarton Road, ROSE PARK, SA, AUSTRALIA, 5067",Base and precious metals exploration,Base and precious metals exploration,http://www.pnxmetals.com.au,PNX
PURIFLOH LIMITED,"Level 3, 2-4 Ross Place, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205","Technical and commercial development of the Free Radical Generator in the areas of air purification, water  sanitation and surface sterilisation.","Technical and commercial development of the Free Radical Generator in the areas of air purification, water  sanitation and surface sterilisation.",http://www.purifloh.com,PO3
PODIUM MINERALS LIMITED,"Level 1, 234 Churchill Avenue, SUBIACO, WA, AUSTRALIA, 6008",Mineral and exploration,Mineral and exploration,http://www.podiumminerals.com/,POD
POLYMETALS RESOURCES LTD,"Suite 6, Level 5, 189 Kent Street, SYDNEY, NSW, AUSTRALIA, 2000",Mineral Exploration,Mineral Exploration,https://www.polymetals.com,POL
POSEIDON NICKEL LIMITED,"Level 1, 3 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",Exploration for nickel.,Exploration for nickel.,http://www.poseidon-nickel.com.au,POS
PROTEAN ENERGY LIMITED,"Level 26, 140 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Exploration and development of the Daejon Vanadium Project.,Exploration and development of the Daejon Vanadium Project.,http://www.proteanenergy.com.au,POW
PEET LIMITED,"Level 7, 200 St George's Terrace, PERTH, WA, AUSTRALIA, 6000","The development of broadacre residential land via syndicated, owned or joint venture projects.","The development of broadacre residential land via syndicated, owned or joint venture projects.",http://www.peet.com.au,PPC
PEOPLEIN LIMITED,"Level 6, 540 Wickham Street, FORTITUDE VALLEY, QLD, AUSTRALIA, 4006",Workforce Management and staffing solutions,Workforce Management and staffing solutions,http://www.peoplein.com.au,PPE
PRO-PAC PACKAGING LIMITED,"83-85 Banbury Road, RESERVOIR, VIC, AUSTRALIA, 3073","Pro-Pac Packaging Limited is a diversified manufacturing and distribution company, providing innovative, flexible and rigid packaging solutions for a broad group of customers.  PPG is headquartered in Melbourne.","Pro-Pac Packaging Limited is a diversified manufacturing and distribution company, providing innovative, flexible and rigid packaging solutions for a broad group of customers.  PPG is headquartered in Melbourne.",http://www.pro-pac.com.au,PPG
PPK GROUP LIMITED,"Suite 13B, Level 13, 120 Edward Street, BRISBANE, QLD, AUSTRALIA, 4000",Incubation and commercialisation of cutting edge technologies,Incubation and commercialisation of cutting edge technologies,http://www.ppkgroup.com.au,PPK
PUREPROFILE LTD,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",Profile marketing and insights technology business.,Profile marketing and insights technology business.,https://business.pureprofile.com/investor-centre/,PPL
PEPPER MONEY LIMITED,"Level 27, 177 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060","Non-bank lender focused on underserved customer segments, and currently offers three broad categories or products including Mortgages, Asset Finance and Loan and Other Servicing.","Non-bank lender focused on underserved customer segments, and currently offers three broad categories or products including Mortgages, Asset Finance and Loan and Other Servicing.",https://www.peppermoney.com.au/,PPM
PRAEMIUM LIMITED,"Level 19, 367 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",Portfolio administration services,Portfolio administration services,http://www.praemium.com.au,PPS
PERPETUAL LIMITED,"Level 18, Angel Place, 123 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000","Trustees, executors, investment managers, funds management, investment administration, custody and registry services.","Trustees, executors, investment managers, funds management, investment administration, custody and registry services.",http://www.perpetual.com.au,PPT
PAPYRUS AUSTRALIA LIMITED,"C/- V P Rigano & Co, Level 2, 2 Peel Street, ADELAIDE, SA, AUSTRALIA, 5000","Papyrus Australia Ltd is the developer of a world-first technology that converts the waste trunk of the plantain and banana palm into alternatives to forest wood products to be used in the paper, packaging, furniture, building, construction and other industries.","Papyrus Australia Ltd is the developer of a world-first technology that converts the waste trunk of the plantain and banana palm into alternatives to forest wood products to be used in the paper, packaging, furniture, building, construction and other industries.",http://www.papyrusaustralia.com.au/,PPY
PURE RESOURCES LIMITED,"Level 3, 35 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",Mining exploration,Mining exploration,http://www.pureresources.com.au/,PR1
PRL GLOBAL LTD,"6 Thorogood Street, BURSWOOD, WA, AUSTRALIA, 6100",Mining & Palm Oil plantations,Mining & Palm Oil plantations,https://prlgroup.com.au/investors/invest/,PRG
PROVINCE RESOURCES LTD,"Suite 8, 362 Rokeby Road, SUBIACO, WA, AUSTRALIA, 6008",Exploration for Minerals,Exploration for Minerals,https://www.provinceresources.com,PRL
PROMINENCE ENERGY LIMITED,"Level 2, 30 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",Oil and gas exploration and production,Oil and gas exploration and production,http://www.prominenceenergy.com.au,PRM
PERENTI LIMITED,"Level 4, 45 Francis Street, NORTHBRIDGE, WA, AUSTRALIA, 6003","Perenti is a diversified global mining services group with businesses in surface mining, underground mining and mining support services. Founded in Kalgoorlie in 1987, today Perenti is one of the world's largest companies providing surface and underground","Perenti is a diversified global mining services group with businesses in surface mining, underground mining and mining support services. Founded in Kalgoorlie in 1987, today Perenti is one of the world's largest companies providing surface and underground",http://www.perentigroup.com,PRN
PROPHECY INTERNATIONAL HOLDINGS LIMITED,"Level 5, 60 Waymouth Street, ADELAIDE, SA, AUSTRALIA, 5000","The design, development and marketing of computer software applications and services aimed at the worldwide corporate marketplace.","The design, development and marketing of computer software applications and services aimed at the worldwide corporate marketplace.",http://www.prophecyInternational.com,PRO
PROSPECH LIMITED.,"Level 2, 66 Hunter Street, SYDNEY, NSW, AUSTRALIA, 2000",Minerals exploration,Minerals exploration,https://prospech.com.au/,PRS
PERSEUS MINING LIMITED,"Level 2, 437 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008","Mining and Mineral exploration, development and production","Mining and Mineral exploration, development and production",http://www.perseusmining.com/,PRU
PRODIGY GOLD NL,"Level 1, 67 Smith Street, DARWIN, NT, AUSTRALIA, 0800",Mineral exploration,Mineral exploration,http://www.prodigygold.com.au,PRX
PROSPECT RESOURCES LIMITED,"Level 2, 33 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",Minerals exploration in Western Australia.,Minerals exploration in Western Australia.,http://www.prospectresources.com.au,PSC
PSC INSURANCE GROUP LIMITED,"96 Wellington Parade, EAST MELBOURNE, VIC, AUSTRALIA, 3002",Diversified insurance intermediary business,Diversified insurance intermediary business,http://www.pscinsurancegroup.com.au,PSI
PATERSON RESOURCES LTD,"Suite 11, Level 2, 23 Railway Rd, SUBIACO, WA, AUSTRALIA, 6008",Mining and Exploration,Mining and Exploration,http://www.patersonresources.com.au,PSL
PACIFIC SMILES GROUP LIMITED,"Level 1, 6 Molly Morgan Drive, GREEN HILLS, NSW, AUSTRALIA, 2323",Provides services and facilities to dental practitioners who practice at dental centres operated by Pacific Smiles.,Provides services and facilities to dental practitioners who practice at dental centres operated by Pacific Smiles.,http://www.pacificsmilesgroup.com.au/,PSQ
PRESTAL HOLDINGS LIMITED,"Level 6, 390 St Kilda Road, MELBOURNE, VIC, AUSTRALIA, 3004","Manufactures and distributes: personal hygiene products such as soaps, bath and shower gels; oral care products; cleaning products for the laundry and kitchen","Manufactures and distributes: personal hygiene products such as soaps, bath and shower gels; oral care products; cleaning products for the laundry and kitchen",http://www.pental.com.au,PTL
PLATINUM ASSET MANAGEMENT LIMITED,"Level 8, 7 Macquarie Place, SYDNEY, NSW, AUSTRALIA, 2000",Fund manager which specialises in investing in global equities.,Fund manager which specialises in investing in global equities.,http://www.platinum.com.au,PTM
PETRATHERM LTD,"C/- HLB Mann Judd (SA) Pty Ltd, 169 Fullarton Road, DULWICH, SA, AUSTRALIA, 5065",Exploration for sources of geothermal energy.,Exploration for sources of geothermal energy.,http://www.petratherm.com.au/,PTR
PRESCIENT THERAPEUTICS LIMITED,"Level 4, 100 Albert Road, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",Bio-pharmaceutical research and development investment.,Bio-pharmaceutical research and development investment.,https://ptxtherapeutics.com/,PTX
PEAK MINERALS LIMITED,"Suite 23, 513 Hay Street, SUBIACO, WA, AUSTRALIA, 6008","Mining, exploration and development. Acquisition of direct and indirect interests in attractive resource projects.","Mining, exploration and development. Acquisition of direct and indirect interests in attractive resource projects.",https://www.peakminerals.com.au/,PUA
PURSUIT MINERALS LTD,"Level 35, 600 Bourke Street, MELBOURNE, VIC, AUSTRALIA, 3000",Lithium Exploration and Development,Lithium Exploration and Development,http://www.pursuitminerals.com.au,PUR
PROVARIS ENERGY LTD,"Unit 19, 40 St Quentin Avenue, CLAREMONT, WA, AUSTRALIA, 6010","The Company is developing a portfolio of integrated green hydrogen projects, leveraging innovative compressed shipping IP.","The Company is developing a portfolio of integrated green hydrogen projects, leveraging innovative compressed shipping IP.",https://www.provaris.energy/,PV1
PO VALLEY ENERGY LIMITED,"Suite 8, 7 The Esplanade, MT PLEASANT, WA, AUSTRALIA, 6153",Gas development and exploration.,Gas development and exploration.,http://www.povalley.com,PVE
POWERHOUSE VENTURES LIMITED,"Ground Floor, 477 Boundary Street, Spring Hill, BRISBANE, QLD, AUSTRALIA, 4000","Powerhouse is an investment company seeking to advance emerging intellectual property (principally originating from Australian scientists, engineers and institutions) into globally impactful businesses. The focus sectors are Electrification & Decarbonisat","Powerhouse is an investment company seeking to advance emerging intellectual property (principally originating from Australian scientists, engineers and institutions) into globally impactful businesses. The focus sectors are Electrification & Decarbonisat",https://phvl.com.au,PVL
PIVOTAL METALS LIMITED,"C/- Hopgood Ganim Lawyers, Level 8, 1 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",Mineral Exploration and Development,Mineral Exploration and Development,http://www.pivotalmetals.com,PVT
PVW RESOURCES LIMITED,"Level 26, 140 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",Mineral exploration,Mineral exploration,,PVW
PWR HOLDINGS LIMITED,"103 Lahrs Road, ORMEAU, QLD, AUSTRALIA, 4208",The design and production of customised cooling solutions for international elite motorsports and high performance automotive applications around the world,The design and production of customised cooling solutions for international elite motorsports and high performance automotive applications around the world,http://www.pwr.com.au,PWH
PARKWAY CORPORATE LIMITED,"Warehouse 5, 45 Bunnett Street, SUNSHINE NORTH, VIC, AUSTRALIA, 3020","Parkway is an emerging provider of industrial and innovative water treatment related, products, services, solutions & technology across Australia, with global reach through strategic partners.","Parkway is an emerging provider of industrial and innovative water treatment related, products, services, solutions & technology across Australia, with global reach through strategic partners.",http://www.pwnps.com,PWN
PETER WARREN AUTOMOTIVE HOLDINGS LIMITED,"13 Hume Highway, WARWICK FARM, NSW, AUSTRALIA, 2170",Automotive Retail Dealerships,Automotive Retail Dealerships,https://www.pwah.com.au,PWR
PEXA GROUP LIMITED,"'Tower Four Collins Square', Level 16, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",Operator of digital property settlement platform in Australia,Operator of digital property settlement platform in Australia,https://www.pexa.com.au/,PXA
POLARX LIMITED,"Unit 24-26, Level 3, 22 Railway Road, SUBIACO, WA, AUSTRALIA, 6008",Mineral exploration and development.,Mineral exploration and development.,http://www.polarx.com.au,PXX
PYC THERAPEUTICS LIMITED,"Suite 8, 7 The Esplanade, MT PLEASANT, WA, AUSTRALIA, 6153","Biotechnology research and development
Peptide drug discovery","Biotechnology research and development
Peptide drug discovery",http://www.pyctx.com,PYC
QUALITAS LIMITED,"Level 38, 120 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000","Qualitas operates in the alternative real estate investment management sector, managing funds (Funds) investing in debt and equity strategies (Business). As part of this Business, Qualitas originates, acquires, manages and exits investments for Qualitas Funds on behalf of fund investors. Qualitas primarily generates revenue through fees charged to the Funds managed by Qualitas.","Qualitas operates in the alternative real estate investment management sector, managing funds (Funds) investing in debt and equity strategies (Business). As part of this Business, Qualitas originates, acquires, manages and exits investments for Qualitas Funds on behalf of fund investors. Qualitas primarily generates revenue through fees charged to the Funds managed by Qualitas.",https://www.qualitas.com.au/,QAL
QANTAS AIRWAYS LIMITED,"10 Bourke Road, MASCOT, NSW, AUSTRALIA, 2020","The operation of international and domestic air transportation services, the sale of worldwide and domestic holiday tours and associated support activities including catering, information technology, ground handling and engineering and maintenance.","The operation of international and domestic air transportation services, the sale of worldwide and domestic holiday tours and associated support activities including catering, information technology, ground handling and engineering and maintenance.",http://www.qantas.com,QAN
QBE INSURANCE GROUP LIMITED,"Level 18, 388 George Street, SYDNEY, NSW, AUSTRALIA, 2000","Underwriting general and reinsurance risks, investment management and management of the economic entity's share of the NSW and Victorian workers' compensation scheme.","Underwriting general and reinsurance risks, investment management and management of the economic entity's share of the NSW and Victorian workers' compensation scheme.",http://www.qbe.com,QBE
QEM LIMITED,"Level 11, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Minerals exploration,Minerals exploration,http://www.qldem.com.au,QEM
QUICKFEE LIMITED,"Suite 4.07, 10 Century Circuit, NORWEST, NSW, AUSTRALIA, 2153","QuickFee is a financial technology company providing an innovative suite of online payment solutions and low risk loan origination offerings to professional and commercial services providers, helping customers access the advice and services they need, wit","QuickFee is a financial technology company providing an innovative suite of online payment solutions and low risk loan origination offerings to professional and commercial services providers, helping customers access the advice and services they need, wit",http://www.quickfee.com/,QFE
QUANTUM GRAPHITE LIMITED,"L5, 349 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000","Exploration, production, processing and sale of graphite products.","Exploration, production, processing and sale of graphite products.",http://quantumgraphite.com,QGL
QUICKSTEP HOLDINGS LIMITED,"361 Milperra Road, Bankstown, SYDNEY, NSW, AUSTRALIA, 2200","Production engineering, manufacture and testing of advanced composite components to aerospace and defence-quality standards, and development of related manufacturing processes.","Production engineering, manufacture and testing of advanced composite components to aerospace and defence-quality standards, and development of related manufacturing processes.",http://www.quickstep.com.au,QHL
QANTM INTELLECTUAL PROPERTY LIMITED,"Level 15, 1 Nicholson Street, MELBOURNE, VIC, AUSTRALIA, 3000","Full service patents, designs and trade marks practice including an intellectual property focused commercial law and litigation practice.","Full service patents, designs and trade marks practice including an intellectual property focused commercial law and litigation practice.",http://www.qantmip.com,QIP
QMINES LIMITED,"Suite J, 34 Suakin Drive, MOSMAN, NSW, AUSTRALIA, 2088",Australian copper and gold exploration and development company,Australian copper and gold exploration and development company,https://qmines.com.au/,QML
QORIA LIMITED,"Level 5, 191 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Universal cyber safety and parental control platform,Universal cyber safety and parental control platform,http://www.qoria.com,QOR
QUEENSLAND PACIFIC METALS LIMITED,"LEVEL 17, 307 QUEEN STREET, BRISBANE, QLD, AUSTRALIA, 4000",Nickel exploration.,Nickel exploration.,https://www.qpmetals.com.au/,QPM
QUALITAS REAL ESTATE INCOME FUND,"Level 18, 123 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",Listed investment trust ¿¿¿ investing in secured real estate loans in Australia and New Zealand.,Listed investment trust ¿¿¿ investing in secured real estate loans in Australia and New Zealand.,http://www.qualitas.com.au/listed-investments/QRI,QRI
QUBE HOLDINGS LIMITED,"Level 27, 45 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000",Logistics,Logistics,http://www.qube.com.au,QUB
QUESTE COMMUNICATIONS LIMITED,"Suite 1, Level 1, 680 Murray Street, WEST PERTH, WA, AUSTRALIA, 6005",Management of its assets,Management of its assets,http://www.queste.com.au,QUE
QV EQUITIES LIMITED,"Level 24, 25 Bligh Street, SYDNEY, NSW, AUSTRALIA, 2000",Investing in predominantly ASX listed entities outside the S&P/ASX 20 Index.,Investing in predominantly ASX listed entities outside the S&P/ASX 20 Index.,http://www.qvequities.com,QVE
QX RESOURCES LIMITED,"Level 8, 99 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Mineral exploration,Mineral exploration,http://www.qxresources.com.au,QXR
R3D RESOURCES LIMITED,"169 Blues Point Road, MCMAHONS POINT, NSW, AUSTRALIA, 2060","Copper and gold exploration, development and production in Queensland and Tasmania.","Copper and gold exploration, development and production in Queensland and Tasmania.",http://www.r3d.com.au,R3D
REGENER8 RESOURCES NL,"333C Charles Street, NORTH PERTH, WA, AUSTRALIA, 6006",The Company is proposing to acquire the tenements comprising the Kookynie (Niagara) Gold Project in Western Australia from GTI Resources Limited (GTR) to become a junior exploration company with a focus on establishing a viable mining opportunity.,The Company is proposing to acquire the tenements comprising the Kookynie (Niagara) Gold Project in Western Australia from GTI Resources Limited (GTR) to become a junior exploration company with a focus on establishing a viable mining opportunity.,http://regener8resources.com.au/,R8R
RACE ONCOLOGY LTD,"Level 36, Gateway, 1 Macquarie Place, SYDNEY, NSW, AUSTRALIA, 2000",Precision oncology company,Precision oncology company,http://www.raceoncology.com/,RAC
RADIOPHARM THERANOSTICS LIMITED,"Suite 1 Level 3, 62 Lygon Street, CARLTON SOUTH, VIC, AUSTRALIA, 3053",Clinical stage radiotherapeutics company,Clinical stage radiotherapeutics company,https://radiopharmtheranostics.com/,RAD
RAGNAR METALS LIMITED,"Level 3, 88 William Street, PERTH, WA, AUSTRALIA, 6000",Mineral exploration,Mineral exploration,http://www.ragnarmetals.com.au,RAG
RANGE INTERNATIONAL LIMITED,"Level 5, 137-139 Bathurst Street, SYDNEY, NSW, AUSTRALIA, 2000",Manufactures plastic pallets,Manufactures plastic pallets,http://www.rangeinternational.com,RAN
RAGUSA MINERALS LTD,"Level 2, 22 Mount Street, PERTH, WA, AUSTRALIA, 6000",Mineral exploration and development,Mineral exploration and development,http://www.asx.com.au,RAS
RUBIX RESOURCES LIMITED,"Level 11, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Exploration and project development,Exploration and project development,https://rubixresources.com.au/,RB6
RESTAURANT BRANDS NEW ZEALAND LIMITED,"Level 3, Building 7, Central Park, PENROSE, AUC, NEW ZEALAND, 1051",Management of multi-site branded food retail chains,Management of multi-site branded food retail chains,http://www.restaurantbrands.co.nz/,RBD
RBR GROUP LIMITED,"945 Wellington Street, WEST PERTH, WA, AUSTRALIA, 6005",Offshore: provision of services to the resources industry. Onshore: preservation of mineral resource assets.,Offshore: provision of services to the resources industry. Onshore: preservation of mineral resource assets.,http://www.rbrgroup.com.au,RBR
RESOURCE BASE LIMITED.,"C/- Minerva Corporate, Level 8, 99 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Mining exploration,Mining exploration,https://resourcebase.com.au/,RBX
REDCASTLE RESOURCES LIMITED,"Suite 11, Level 2, 23 Railway Rd, SUBIACO, WA, AUSTRALIA, 6008",Mining exploration,Mining exploration,http://www.redcastle.net.au,RC1
RECCE PHARMACEUTICALS LTD,"Suite 10, 3 Brodie Hall Drive, BENTLEY, WA, AUSTRALIA, 6102",Pharmaceutical research and development.,Pharmaceutical research and development.,http://www.recce.com.au,RCE
READCLOUD LIMITED,"Level 1, 126 Church Street, BRIGHTON, VIC, AUSTRALIA, 3186",Education technology providing digital eLearning solutions to Australian schools,Education technology providing digital eLearning solutions to Australian schools,http://www.readcloud.com/,RCL
RINCON RESOURCES LIMITED,"Suite 1, 295 Rokeby Road, SUBIACO, WA, AUSTRALIA, 6008",Mining,Mining,https://www.rinconresources.com.au/,RCR
REEF CASINO TRUST,"c/o Reef Corporate Services Limited, 35-41 Wharf St, CAIRNS, QLD, AUSTRALIA, 4870","To own and manage The Reef Hotel Casino which is located in Cairns, North Queensland.","To own and manage The Reef Hotel Casino which is located in Cairns, North Queensland.",http://www.reefcasino.com.au/,RCT
RESOURCE DEVELOPMENT GROUP LIMITED,"Level 3, 14 Walters Drive, OSBORNE PARK, WA, AUSTRALIA, 6017",The provision of contract management and engineering services for mining projects.,The provision of contract management and engineering services for mining projects.,http://www.resdevgroup.com.au,RDG
RED METAL LIMITED,"Level 15, 323 Castlereagh Street, SYDNEY, NSW, AUSTRALIA, 2000",Copper and gold explorer,Copper and gold explorer,http://www.redmetal.com.au/,RDM
RAIDEN RESOURCES LIMITED,"Suite 7, 63 Shepperton Rd, VICTORIA PARK, WA, AUSTRALIA, 6100",Minerals exploration.,Minerals exploration.,https://raidenresources.com.au/,RDN
REDSTONE RESOURCES LIMITED,"60 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005","Nickel, copper & gold exploration","Nickel, copper & gold exploration",http://www.redstone.com.au,RDS
REDOX LIMITED,"2 Swettenham Road, MINTO, NSW, AUSTRALIA, 2566","Redox is a supplier and distributor of chemicals, ingredients and raw materials in Australia, New Zealand, Malaysia and the US.","Redox is a supplier and distributor of chemicals, ingredients and raw materials in Australia, New Zealand, Malaysia and the US.",https://redox.com/,RDX
READYTECH HOLDINGS LIMITED,"Level 2, 77 King Street, SYDNEY, NSW, AUSTRALIA, 2000",The provision of software-as-a-service and software solutions in the education and employment sectors.,The provision of software-as-a-service and software solutions in the education and employment sectors.,http://www.readytech.com.au,RDY
REA GROUP LTD,"511 Church Street, Richmond, VIC, AUSTRALIA, 3121",Media/publishing.,Media/publishing.,http://www.rea-group.com,REA
RECHARGE METALS LIMITED,"Level 8, London House,, 216 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",Mineral Exploration,Mineral Exploration,https://rechargemetals.com.au/,REC
RED 5 LIMITED,"Level 2, 35 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005",Gold mining and exploration,Gold mining and exploration,http://www.red5limited.com,RED
RAREX LIMITED,"Level 1, 338 Barker Road, SUBIACO, WA, AUSTRALIA, 6008",Development of rare earths asset,Development of rare earths asset,http://www.rarex.com.au,REE
REGIS HEALTHCARE LIMITED,"Level 2, 293 Camberwell Road, CAMBERWELL, VIC, AUSTRALIA, 3124",Residential aged care provider.,Residential aged care provider.,http://www.regis.com.au/,REG
REECE LIMITED,"57 Balmain St, CREMORNE, VIC, AUSTRALIA, 3121","Plumbing, building and hardware merchants.","Plumbing, building and hardware merchants.",https://group.reece.com,REH
REMSENSE TECHNOLOGIES LIMITED,"Suite 173, Level 4, 580 Hay Street, PERTH, WA, AUSTRALIA, 6000","RemSense is a technology company developing asset visualisation and insight applications for Oil & Gas, Mining and Utilities.","RemSense is a technology company developing asset visualisation and insight applications for Oil & Gas, Mining and Utilities.",https://remsense.com.au/,REM
RAM ESSENTIAL SERVICES PROPERTY FUND,"Suite 3201 Level 32, Australia Square 26, SYDNEY, NSW, AUSTRALIA, 2000",Owning and managing a portfolio of commercial retail and medical real estate assets.,Owning and managing a portfolio of commercial retail and medical real estate assets.,https://ramgroup.com/investment-offering/ram-essential-servi,REP
REGIONAL EXPRESS HOLDINGS LIMITED,"81-83 Baxter Road, MASCOT, NSW, AUSTRALIA, 2020",Provide regular air transport services to passengers,Provide regular air transport services to passengers,http://www.rex.com.au/,REX
REY RESOURCES LIMITED,"Suite 2, 3B Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",Exploration and developing energy resources in Western Australia's Canning and Perth Basin,Exploration and developing energy resources in Western Australia's Canning and Perth Basin,http://www.reyresources.com,REY
RESOURCES & ENERGY GROUP LIMITED,"Level 33, 52 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",Resource and energy exploration.,Resource and energy exploration.,http://www.rezgroup.com.au,REZ
REGAL INVESTMENT FUND,"Level 1, 575 Bourke Street, MELBOURNE, VIC, AUSTRALIA, 3000",Listed Investment Trust,Listed Investment Trust,http://www.regalfm.com,RF1
RARE FOODS AUSTRALIA LIMITED,"Lot 331, Augusta Boat Harbour, Leeuwin Road, AUGUSTA, WA, AUSTRALIA, 6290",Production and sale of sea ranched abalone,Production and sale of sea ranched abalone,https://rarefoodsaustralia.com.au/,RFA
RURAL FUNDS GROUP,"Level 2, 2 King Street, DEAKIN, ACT, AUSTRALIA, 2600",Rural property investment,Rural property investment,https://www.ruralfunds.com.au/investments/rural-funds-group,RFF
RETAIL FOOD GROUP LIMITED,"c/- KPMG, Level 11, 2 Corporate Court, BUNDALL, QLD, AUSTRALIA, 4217",RFG is a global food and beverage company headquartered in Queensland. It is Australia's largest multi-brand retail food franchise owner and a roaster and supplier of high-quality coffee products.,RFG is a global food and beverage company headquartered in Queensland. It is Australia's largest multi-brand retail food franchise owner and a roaster and supplier of high-quality coffee products.,http://www.rfg.com.au,RFG
RECTIFIER TECHNOLOGIES LTD,"97 Highbury Rd, BURWOOD, VIC, AUSTRALIA, 3125",Manufacture and distribution of electronic products.,Manufacture and distribution of electronic products.,http://www.rectifiertechnologies.com,RFT
REDFLOW LIMITED,"1/27 Counihan Road, SEVENTEEN MILE ROCKS, QLD, AUSTRALIA, 4073",Energy storage technology.,Energy storage technology.,http://www.redflow.com,RFX
REGAL ASIAN INVESTMENTS LIMITED,"Level 47 - Gateway, 1 Macquarie Place, SYDNEY, NSW, AUSTRALIA, 2000",Listed Investment company,Listed Investment company,http://www.regalfm.com/RG8,RG8
RIVERSGOLD LIMITED,"Suite 23, 513 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",Gold and lithium exploration,Gold and lithium exploration,http://www.riversgold.com.au,RGL
